400	0.002780569100860895	0.017222651851757163	0.5158722674144445	0.011828767984902329	0.048759508659111106	2.736332184616432e-05
285	0.002245125391402401	0.013912943154993945	0.5164693697977776	0.00712693154049523	0.06773261642633334	3.3643079791636504e-05
222	-0.00646294386966853	0.011537319541504948	0.5042052283822223	0.006351714387936366	0.08598087188044445	4.834624461318245e-05
182	0.009262150958851504	0.007907836995660028	0.496928652402222	0.004610356392657384	0.1038743046981111	5.136134318053794e-05
154	0.009049284783518522	0.007674318406747668	0.500277036241111	0.0040092855451101615	0.12147188209799993	5.6794669838974054e-05
133	0.004359103207902198	0.00823061373632474	0.5029012566977777	0.0032118805605900248	0.13907264539900002	7.334624343364138e-05
118	0.009240478136600585	0.006455251417701158	0.49570757121111103	0.003031716975439528	0.1550647932456667	7.670453138980693e-05
105	0.004558309089961989	0.004917051566754576	0.4982810397166669	0.002202494289031029	0.17241705277077765	9.353859046593052e-05
95	0.0011113630458319285	0.005272807127735821	0.49956783765222207	0.0023290330973986177	0.18843941477522222	0.00011592539772597539
87	0.0022770452884012765	0.0045542697163983474	0.4953009139422222	0.002178570068013042	0.20363070871455552	0.00013720744618901065
80	-0.00027420026167279237	0.004062883878651195	0.49661717004333333	0.0014226848980407921	0.21896133008177773	0.0001353962661618179
74	0.0016647543477983362	0.004463165287567744	0.4956157339366666	0.0016669753939007766	0.23409802181088887	0.0001271151778597561
69	0.0009446805767076364	0.003528348864333221	0.49671142800777784	0.0017250205193753375	0.2484769443664444	0.0001408474837228787
65	0.0033006251182842406	0.003132609462741042	0.49511320983777773	0.00167164891839846	0.26094654105599996	0.00018482704847543372
61	0.0009345315347620177	0.003440846108286522	0.49281658656444427	0.0013803302232321681	0.2748851466586666	0.00015474085791766245
57	0.0024385803629932666	0.0031075282476075404	0.4925686956522222	0.001633786231878649	0.29021061910411106	0.00020606169664048662
54	0.002154011930043089	0.003085812556260885	0.49339160808666666	0.001199261217989063	0.3030723301645556	0.00016214771603750356
51	0.0019168233244280179	0.0030548520428425765	0.4909522127577777	0.001123955468751574	0.3166553646517778	0.00019114442259324943
49	0.00030808886945110723	0.0030575918864228805	0.48964676609199986	0.0010434482476829746	0.32628504600555547	0.0002193190403326934
47	0.0008699579247889478	0.003128411513869734	0.4880446626377777	0.0011351378375797428	0.3369699258188889	0.0002170344868193506
44	0.00010655295244388122	0.0026856647629068865	0.4868532404002222	0.0011202703232788035	0.3534987433320001	0.00028735614073342085
